CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Fundo_Nao_Listado_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email;Data_Encerramento_Trimestre;Ano de Referência;Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Nome_Fundo_Classe
00.762.723/0001-28;2020-09-30;1;2020-11-13;FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;2594279.0;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;762723000128;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-09-30;2020;;;
00.762.723/0001-28;2020-12-31;1;2021-02-12;FUNDO INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL;1995-08-18;INVESTIDORES EM GERAL;BRCTXTCTF014;2594279.0;Não;Não;Não;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;762723000128;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509-6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-12-31;2020;;;
00.868.235/0001-08;2020-03-31;1;2020-05-15;FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;868235000108;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-03-31;2020;;;
00.868.235/0001-08;2020-06-30;1;2020-08-14;FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;868235000108;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-06-30;2020;;;
00.868.235/0001-08;2020-09-30;1;2020-11-13;FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;868235000108;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-09-30;2020;;;
00.868.235/0001-08;2020-12-31;1;2021-02-12;FUNDOS DE INVESTIMENTO IMOBILIÁRIO HERMES;1995-10-03;INVESTIDORES EM GERAL;BRHERMCTF004;54316.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA;868235000108;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLÍMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-12-31;2020;;;
01.201.140/0001-90;2020-03-31;1;2020-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833.0;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RO BRAVO INVESTIMENTOS DTVM LTDA;1201140000190;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLIMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-03-31;2020;;;
01.201.140/0001-90;2020-06-30;1;2020-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833.0;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RO BRAVO INVESTIMENTOS DTVM LTDA;1201140000190;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLIMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-06-30;2020;;;
01.201.140/0001-90;2020-09-30;1;2020-11-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833.0;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RO BRAVO INVESTIMENTOS DTVM LTDA;1201140000190;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLIMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-09-30;2020;;;
01.201.140/0001-90;2020-12-31;1;2021-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING;1996-05-17;INVESTIDORES EM GERAL;BRABCPCTF000;12203833.0;Não;Não;Não;Renda;Shoppings;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RO BRAVO INVESTIMENTOS DTVM LTDA;1201140000190;AVENIDA CHEDID JAFET;222;3 ANDAR BLOCO B;VILA OLIMPIA;SÃO PAULO;SP;04551065;11 3509 6600;;;www.riobravo.com.br;fundosimobiliarios@riobravo.com.br;2020-12-31;2020;;;
01.235.622/0001-61;2020-03-31;1;2020-05-15;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;807959.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;1235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030905;2132192860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2020-03-31;2020;;;
01.235.622/0001-61;2020-06-30;3;2023-10-27;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;807959.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNYMELLON_CVM@BNYMELLON.COM.BR;1235622000161;Av. Presidente Wilson;231;11º andar;Centro;Rio de Janeiro;RJ;20030-905;(21) 3219-2860;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2020-06-30;2020;;;
01.235.622/0001-61;2020-09-30;2;2020-12-11;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR QUALIFICADO;BRFTCECTD005;807959.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;1235622000161;AV. PRESIDENTE WILSON;231;11º ANDAR;Centro;RIO DE JANEIRO;RJ;20030905;32192827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2020-09-30;2020;;;
01.235.622/0001-61;2020-12-31;1;2021-02-12;OPPORTUNITY FUNDO E INVESTIMENTO IMOBILIÁRIO;1996-10-07;INVESTIDOR PROFISSIONAL;BRFTCECTD005;876521.0;Não;Não;Não;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;BNY MELLON SERVIÇOS FINANCEIROS DTVM S/A;1235622000161;AV. PRESIDENTE WILSON;231;11º ANDAR;Centro;RIO DE JANEIRO;RJ;20030905;32192827;;;www.bnymellon.com.br;bnymellon_cvm@bnymellon.com.br;2020-12-31;2020;;;
01.356.517/0001-80;2020-03-31;1;2020-05-29;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701.0;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDO DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2020-03-31;2020;;;
01.356.517/0001-80;2020-06-30;1;2020-08-21;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701.0;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDO DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2020-06-30;2020;;;
01.356.517/0001-80;2020-09-30;1;2020-11-23;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701.0;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDO DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2020-09-30;2020;;;
01.356.517/0001-80;2020-12-31;1;2021-03-31;LAGRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;1996-08-12;INVESTIDORES EM GERAL;;56701.0;Sim;Sim;Sim;Desenvolvimento para Renda;Outros;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;MOMENTO DISTRIBUIDO DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;1356517000180;RUA DA AJUDA;35;19º ANDAR;CENTRO;RIO DE JANEIRO;RJ;20040-915;(21) 3266-6666;(21) 3266-6651;;NÃO POSSUI SITE;lagra@saoclementesa.com.br;2020-12-31;2020;;;
01.497.954/0001-14;2020-03-31;1;2020-05-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;1497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2020-03-31;2020;;;
01.497.954/0001-14;2020-06-30;1;2020-08-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;1497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2020-06-30;2020;;;
01.497.954/0001-14;2020-09-30;1;2020-11-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;1497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2020-09-30;2020;;;
01.497.954/0001-14;2020-12-31;1;2021-02-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO MISTRAL;1996-10-22;INVESTIDORES EM GERAL;BRMISTCTF016;8703994.0;Não;Não;Não;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;CORRETORA GERAL DE VALORES E CÂMBIO LTDA;1497954000114;RUA DR. JOSÉ MONTAURY;139;5º AO 8º ANDAR;CENTRO;PORTO ALEGRE;RS;90010090;51 3213 2727;;;www.geralinvestimentos.com.br;edegasperin@geralinvestimentos.com.br;2020-12-31;2020;;;
01.601.918/0001-59;2020-03-31;1;2020-05-12;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA.;1601918000159;Av. Chedid Jafet;222;3º Andar - Bloco B;Vila Olímpia;São Paulo;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;investimentosimobiliarios@riobravo.com.br;2020-03-31;2020;;;
01.601.918/0001-59;2020-06-30;2;2020-10-23;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA.;1601918000159;Av. Chedid Jafet;222;3º Andar - Bloco B;Vila Olímpia;São Paulo;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;investimentosimobiliarios@riobravo.com.br;2020-06-30;2020;;;
01.601.918/0001-59;2020-09-30;1;2020-11-12;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA.;1601918000159;Av. Chedid Jafet;222;3º Andar - Bloco B;Vila Olímpia;São Paulo;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;investimentosimobiliarios@riobravo.com.br;2020-09-30;2020;;;
01.601.918/0001-59;2020-12-31;2;2021-03-12;FUNDO FORTALEZA DE INVESTIMENTO IMOBILIÁRIO;1997-01-14;INVESTIDORES EM GERAL;BRFTLZCTF001;500000.0;Não;Não;Não;Renda;Híbrido;Passiva;Indeterminado;;31/12;Não;Não;Sim;Não;Não;RIO BRAVO INVESTIMENTOS DTVM LTDA.;1601918000159;Av. Chedid Jafet;222;3º Andar - Bloco B;Vila Olímpia;São Paulo;SP;04551065;(11) 3509-6600;;;www.riobravo.com.br;investimentosimobiliarios@riobravo.com.br;2020-12-31;2020;;;
01.633.741/0001-72;2020-03-31;1;2020-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008.0;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;1633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2020-03-31;2020;;;
01.633.741/0001-72;2020-06-30;1;2020-08-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008.0;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;1633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2020-06-30;2020;;;
01.633.741/0001-72;2020-09-30;1;2020-11-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008.0;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COIN DTVM LTDA;1633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2020-09-30;2020;;;
01.633.741/0001-72;2020-12-31;1;2021-02-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MEMORIAL OFFICE;1997-03-18;INVESTIDORES EM GERAL;BRFMOFCT010;508008.0;Não;Não;Não;Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;Sim;Não;Não;Sim;Não;COINVALORES CCVM LTDA;1633741000172;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11) 3035-4143;(11) 3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br;2020-12-31;2020;;;
01.636.325/0001-28;2020-03-31;1;2020-05-15;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608.0;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;1636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2020-03-31;2020;;;
01.636.325/0001-28;2020-06-30;1;2020-08-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO PÁTEO MOINHOS DE VENTO;1997-01-01;INVESTIDORES EM GERAL;BRPMOVCTF008;233608.0;Não;Não;Não;Renda;Híbrido;Ativa;Indeterminado;;31/12;Não;Não;Sim;Não;Não;BR-CAPITAL DIST. DE TÍTULOS E VALORES MOBILIÁRIOS S/A;1636325000128;AVENIDA DAS NAÇÕES UNIDAS;11857;CONJ. 111;BROOKLIN PAULISTA;SÃO PAULO;SP;04578-908;(11) 5508-3500;;;www.brcapital.com.br;col@brcapital.com.br;2020-06-30;2020;;;
